"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 18 21:26:53 GMT 2024","Thu Jul 18 21:27:00 GMT 2024","6614","","","","","","TC_08_Verify the contact us form with valid data",""
"passed","Thu Jul 18 21:26:41 GMT 2024","Thu Jul 18 21:26:45 GMT 2024","4650","","","","","","TC_05_Verify privacy policy and terms and conditions links of conect with us section",""
"passed","Thu Jul 18 21:26:28 GMT 2024","Thu Jul 18 21:26:33 GMT 2024","4732","","","","","","TC_04_Verify conect with us section with valid and invalid email",""
"passed","Thu Jul 18 21:28:20 GMT 2024","Thu Jul 18 21:28:22 GMT 2024","1436","","","","","","TC_15_Verify that Promo code field appears after clicking on button",""
"passed","Thu Jul 18 21:28:03 GMT 2024","Thu Jul 18 21:28:05 GMT 2024","1098","","","","","","TC_13_Verify the sign up with Google account",""
"passed","Thu Jul 18 21:26:19 GMT 2024","Thu Jul 18 21:26:21 GMT 2024","2032","","","","","","TC_03_Verify cookie pop-up in case allowing all cookies at once",""
"passed","Thu Jul 18 21:27:16 GMT 2024","Thu Jul 18 21:27:24 GMT 2024","7966","","","","","","TC_10_Verify social media icons",""
"passed","Thu Jul 18 21:26:07 GMT 2024","Thu Jul 18 21:26:11 GMT 2024","3695","","","","","","TC_02_Verify cookie pop-up in case allowing every option separately",""
"failed","Thu Jul 18 21:25:48 GMT 2024","Thu Jul 18 21:26:04 GMT 2024","16300","","","","","","TC_01_Verify cookie pop-up in case clicking 'Allow all' button",""
"passed","Thu Jul 18 21:28:12 GMT 2024","Thu Jul 18 21:28:13 GMT 2024","1261","","","","","","TC_14_Verify the sign up with Microsoft account",""
"passed","Thu Jul 18 21:27:41 GMT 2024","Thu Jul 18 21:27:45 GMT 2024","4432","","","","","","TC_11_Verify the sign up with all empty fields",""
"passed","Thu Jul 18 21:27:53 GMT 2024","Thu Jul 18 21:27:56 GMT 2024","3630","","","","","","TC_12_Verify the sign up with invald filled fields",""
"passed","Thu Jul 18 21:27:07 GMT 2024","Thu Jul 18 21:27:08 GMT 2024","1375","","","","","","TC_09_Verify the contact us form with empty field",""
"passed","Thu Jul 18 21:28:29 GMT 2024","Thu Jul 18 21:28:33 GMT 2024","4532","","","","","","TC_07_Verify adding and deleting item from the shoppoing card",""
"passed","Thu Jul 18 21:27:31 GMT 2024","Thu Jul 18 21:27:33 GMT 2024","2472","","","","","","TC_06_Verify the navigation bar",""
