"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 23 17:58:11 GMT 2024","Sun Jun 23 17:58:15 GMT 2024","3697","","","","","","TC_11_Verify the sign up with all empty fields",""
"passed","Sun Jun 23 17:57:11 GMT 2024","Sun Jun 23 17:57:15 GMT 2024","4862","","","","","","TC_05_Verify privacy policy and terms and conditions links of conect with us section",""
"passed","Sun Jun 23 17:57:23 GMT 2024","Sun Jun 23 17:57:32 GMT 2024","9093","","","","","","TC_08_Verify the contact us form with valid data",""
"passed","Sun Jun 23 17:59:05 GMT 2024","Sun Jun 23 17:59:10 GMT 2024","5529","","","","","","TC_07_Verify adding and deleting item from the shoppoing card",""
"passed","Sun Jun 23 17:56:59 GMT 2024","Sun Jun 23 17:57:03 GMT 2024","4147","","","","","","TC_04_Verify conect with us section with valid and invalid email",""
"passed","Sun Jun 23 17:57:39 GMT 2024","Sun Jun 23 17:57:41 GMT 2024","1197","","","","","","TC_09_Verify the contact us form with empty field",""
"passed","Sun Jun 23 17:58:56 GMT 2024","Sun Jun 23 17:58:57 GMT 2024","1410","","","","","","TC_15_Verify that Promo code field appears after clicking on button",""
"passed","Sun Jun 23 17:56:16 GMT 2024","Sun Jun 23 17:56:27 GMT 2024","11132","","","","","","TC_01_Verify cookie pop-up in case clicking 'Allow all' button",""
"passed","Sun Jun 23 17:58:22 GMT 2024","Sun Jun 23 17:58:26 GMT 2024","3573","","","","","","TC_12_Verify the sign up with invald filled fields",""
"passed","Sun Jun 23 17:57:48 GMT 2024","Sun Jun 23 17:57:54 GMT 2024","6353","","","","","","TC_10_Verify social media icons",""
"broken","Sun Jun 23 17:56:34 GMT 2024","Sun Jun 23 17:56:47 GMT 2024","12433","","","","","","TC_02_Verify cookie pop-up in case allowing every option separately",""
"broken","Sun Jun 23 17:58:33 GMT 2024","Sun Jun 23 17:58:45 GMT 2024","11875","","","","","","TC_13_Verify the sign up with Google account",""
"passed","Sun Jun 23 17:58:48 GMT 2024","Sun Jun 23 17:58:49 GMT 2024","1341","","","","","","TC_14_Verify the sign up with Microsoft account",""
"passed","Sun Jun 23 17:58:02 GMT 2024","Sun Jun 23 17:58:04 GMT 2024","2314","","","","","","TC_06_Verify the navigation bar",""
"passed","Sun Jun 23 17:56:49 GMT 2024","Sun Jun 23 17:56:52 GMT 2024","2476","","","","","","TC_03_Verify cookie pop-up in case allowing all cookies at once",""
