"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 24 16:50:00 GMT 2024","Wed Jul 24 16:50:01 GMT 2024","1240","","","","","","TC_14_Verify the sign up with Microsoft account",""
"passed","Wed Jul 24 16:47:57 GMT 2024","Wed Jul 24 16:48:01 GMT 2024","3870","","","","","","TC_02_Verify cookie pop-up in case allowing every option separately",""
"passed","Wed Jul 24 16:49:19 GMT 2024","Wed Jul 24 16:49:22 GMT 2024","2363","","","","","","TC_06_Verify the navigation bar",""
"passed","Wed Jul 24 16:49:41 GMT 2024","Wed Jul 24 16:49:44 GMT 2024","3450","","","","","","TC_12_Verify the sign up with invald filled fields",""
"passed","Wed Jul 24 16:48:43 GMT 2024","Wed Jul 24 16:48:50 GMT 2024","6415","","","","","","TC_08_Verify the contact us form with valid data",""
"passed","Wed Jul 24 16:47:33 GMT 2024","Wed Jul 24 16:47:50 GMT 2024","17286","","","","","","TC_01_Verify cookie pop-up in case clicking 'Allow all' button",""
"passed","Wed Jul 24 16:49:06 GMT 2024","Wed Jul 24 16:49:12 GMT 2024","6463","","","","","","TC_10_Verify social media icons",""
"passed","Wed Jul 24 16:48:57 GMT 2024","Wed Jul 24 16:48:59 GMT 2024","1613","","","","","","TC_09_Verify the contact us form with empty field",""
"passed","Wed Jul 24 16:48:30 GMT 2024","Wed Jul 24 16:48:36 GMT 2024","5352","","","","","","TC_05_Verify privacy policy and terms and conditions links of conect with us section",""
"passed","Wed Jul 24 16:50:08 GMT 2024","Wed Jul 24 16:50:10 GMT 2024","1662","","","","","","TC_15_Verify that Promo code field appears after clicking on button",""
"passed","Wed Jul 24 16:48:18 GMT 2024","Wed Jul 24 16:48:23 GMT 2024","4591","","","","","","TC_04_Verify conect with us section with valid and invalid email",""
"passed","Wed Jul 24 16:48:09 GMT 2024","Wed Jul 24 16:48:10 GMT 2024","1979","","","","","","TC_03_Verify cookie pop-up in case allowing all cookies at once",""
"passed","Wed Jul 24 16:50:17 GMT 2024","Wed Jul 24 16:50:22 GMT 2024","4822","","","","","","TC_07_Verify adding and deleting item from the shoppoing card",""
"passed","Wed Jul 24 16:49:51 GMT 2024","Wed Jul 24 16:49:52 GMT 2024","1287","","","","","","TC_13_Verify the sign up with Google account",""
"passed","Wed Jul 24 16:49:29 GMT 2024","Wed Jul 24 16:49:33 GMT 2024","4011","","","","","","TC_11_Verify the sign up with all empty fields",""
