"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 18 20:20:52 GMT 2024","Thu Jul 18 20:20:55 GMT 2024","2418","","","","","","TC_06_Verify the navigation bar",""
"passed","Thu Jul 18 20:19:50 GMT 2024","Thu Jul 18 20:19:54 GMT 2024","4075","","","","","","TC_04_Verify conect with us section with valid and invalid email",""
"passed","Thu Jul 18 20:21:13 GMT 2024","Thu Jul 18 20:21:17 GMT 2024","3398","","","","","","TC_12_Verify the sign up with invald filled fields",""
"passed","Thu Jul 18 20:21:50 GMT 2024","Thu Jul 18 20:21:54 GMT 2024","4482","","","","","","TC_07_Verify adding and deleting item from the shoppoing card",""
"passed","Thu Jul 18 20:19:30 GMT 2024","Thu Jul 18 20:19:34 GMT 2024","3729","","","","","","TC_02_Verify cookie pop-up in case allowing every option separately",""
"passed","Thu Jul 18 20:21:33 GMT 2024","Thu Jul 18 20:21:34 GMT 2024","1300","","","","","","TC_14_Verify the sign up with Microsoft account",""
"passed","Thu Jul 18 20:19:41 GMT 2024","Thu Jul 18 20:19:43 GMT 2024","1673","","","","","","TC_03_Verify cookie pop-up in case allowing all cookies at once",""
"passed","Thu Jul 18 20:20:37 GMT 2024","Thu Jul 18 20:20:45 GMT 2024","7693","","","","","","TC_10_Verify social media icons",""
"passed","Thu Jul 18 20:21:02 GMT 2024","Thu Jul 18 20:21:06 GMT 2024","4086","","","","","","TC_11_Verify the sign up with all empty fields",""
"passed","Thu Jul 18 20:21:24 GMT 2024","Thu Jul 18 20:21:25 GMT 2024","1518","","","","","","TC_13_Verify the sign up with Google account",""
"passed","Thu Jul 18 20:20:29 GMT 2024","Thu Jul 18 20:20:30 GMT 2024","1465","","","","","","TC_09_Verify the contact us form with empty field",""
"passed","Thu Jul 18 20:21:41 GMT 2024","Thu Jul 18 20:21:43 GMT 2024","1699","","","","","","TC_15_Verify that Promo code field appears after clicking on button",""
"failed","Thu Jul 18 20:19:13 GMT 2024","Thu Jul 18 20:19:27 GMT 2024","14537","","","","","","TC_01_Verify cookie pop-up in case clicking 'Allow all' button",""
"passed","Thu Jul 18 20:20:02 GMT 2024","Thu Jul 18 20:20:07 GMT 2024","4776","","","","","","TC_05_Verify privacy policy and terms and conditions links of conect with us section",""
"passed","Thu Jul 18 20:20:14 GMT 2024","Thu Jul 18 20:20:22 GMT 2024","7024","","","","","","TC_08_Verify the contact us form with valid data",""
