"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 22 18:15:44 GMT 2024","Mon Jul 22 18:15:46 GMT 2024","2385","","","","","","TC_06_Verify the navigation bar",""
"passed","Mon Jul 22 18:16:40 GMT 2024","Mon Jul 22 18:16:45 GMT 2024","4802","","","","","","TC_07_Verify adding and deleting item from the shoppoing card",""
"passed","Mon Jul 22 18:15:22 GMT 2024","Mon Jul 22 18:15:23 GMT 2024","1186","","","","","","TC_09_Verify the contact us form with empty field",""
"passed","Mon Jul 22 18:14:55 GMT 2024","Mon Jul 22 18:15:00 GMT 2024","4960","","","","","","TC_05_Verify privacy policy and terms and conditions links of conect with us section",""
"passed","Mon Jul 22 18:16:15 GMT 2024","Mon Jul 22 18:16:16 GMT 2024","1236","","","","","","TC_13_Verify the sign up with Google account",""
"passed","Mon Jul 22 18:16:32 GMT 2024","Mon Jul 22 18:16:33 GMT 2024","1329","","","","","","TC_15_Verify that Promo code field appears after clicking on button",""
"passed","Mon Jul 22 18:14:44 GMT 2024","Mon Jul 22 18:14:48 GMT 2024","4243","","","","","","TC_04_Verify conect with us section with valid and invalid email",""
"broken","Mon Jul 22 18:14:20 GMT 2024","Mon Jul 22 18:14:32 GMT 2024","11500","","","","","","TC_02_Verify cookie pop-up in case allowing every option separately",""
"passed","Mon Jul 22 18:14:03 GMT 2024","Mon Jul 22 18:14:13 GMT 2024","9952","","","","","","TC_01_Verify cookie pop-up in case clicking 'Allow all' button",""
"passed","Mon Jul 22 18:15:31 GMT 2024","Mon Jul 22 18:15:37 GMT 2024","6147","","","","","","TC_10_Verify social media icons",""
"passed","Mon Jul 22 18:15:08 GMT 2024","Mon Jul 22 18:15:15 GMT 2024","6699","","","","","","TC_08_Verify the contact us form with valid data",""
"passed","Mon Jul 22 18:16:05 GMT 2024","Mon Jul 22 18:16:08 GMT 2024","3036","","","","","","TC_12_Verify the sign up with invald filled fields",""
"passed","Mon Jul 22 18:16:23 GMT 2024","Mon Jul 22 18:16:25 GMT 2024","1314","","","","","","TC_14_Verify the sign up with Microsoft account",""
"passed","Mon Jul 22 18:14:35 GMT 2024","Mon Jul 22 18:14:36 GMT 2024","1447","","","","","","TC_03_Verify cookie pop-up in case allowing all cookies at once",""
"passed","Mon Jul 22 18:15:54 GMT 2024","Mon Jul 22 18:15:57 GMT 2024","3602","","","","","","TC_11_Verify the sign up with all empty fields",""
