"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 24 17:57:13 GMT 2024","Wed Jul 24 17:57:15 GMT 2024","1333","","","","","","TC_13_Verify the sign up with Google account",""
"passed","Wed Jul 24 17:56:03 GMT 2024","Wed Jul 24 17:56:11 GMT 2024","7319","","","","","","TC_08_Verify the contact us form with valid data",""
"passed","Wed Jul 24 17:55:02 GMT 2024","Wed Jul 24 17:55:09 GMT 2024","7631","","","","","","TC_01_Verify cookie pop-up in case clicking 'Allow all' button",""
"passed","Wed Jul 24 17:57:22 GMT 2024","Wed Jul 24 17:57:23 GMT 2024","1107","","","","","","TC_14_Verify the sign up with Microsoft account",""
"passed","Wed Jul 24 17:56:18 GMT 2024","Wed Jul 24 17:56:20 GMT 2024","2099","","","","","","TC_09_Verify the contact us form with empty field",""
"passed","Wed Jul 24 17:57:30 GMT 2024","Wed Jul 24 17:57:32 GMT 2024","1816","","","","","","TC_15_Verify that Promo code field appears after clicking on button",""
"passed","Wed Jul 24 17:55:37 GMT 2024","Wed Jul 24 17:55:42 GMT 2024","4948","","","","","","TC_04_Verify conect with us section with valid and invalid email",""
"passed","Wed Jul 24 17:55:50 GMT 2024","Wed Jul 24 17:55:56 GMT 2024","5463","","","","","","TC_05_Verify privacy policy and terms and conditions links of conect with us section",""
"passed","Wed Jul 24 17:56:41 GMT 2024","Wed Jul 24 17:56:43 GMT 2024","2480","","","","","","TC_06_Verify the navigation bar",""
"passed","Wed Jul 24 17:56:27 GMT 2024","Wed Jul 24 17:56:33 GMT 2024","6072","","","","","","TC_10_Verify social media icons",""
"passed","Wed Jul 24 17:55:17 GMT 2024","Wed Jul 24 17:55:21 GMT 2024","3788","","","","","","TC_02_Verify cookie pop-up in case allowing every option separately",""
"passed","Wed Jul 24 17:57:02 GMT 2024","Wed Jul 24 17:57:06 GMT 2024","3703","","","","","","TC_12_Verify the sign up with invald filled fields",""
"passed","Wed Jul 24 17:55:28 GMT 2024","Wed Jul 24 17:55:30 GMT 2024","1945","","","","","","TC_03_Verify cookie pop-up in case allowing all cookies at once",""
"passed","Wed Jul 24 17:56:51 GMT 2024","Wed Jul 24 17:56:55 GMT 2024","4142","","","","","","TC_11_Verify the sign up with all empty fields",""
"passed","Wed Jul 24 17:57:39 GMT 2024","Wed Jul 24 17:57:43 GMT 2024","4336","","","","","","TC_07_Verify adding and deleting item from the shoppoing card",""
