"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 22 17:29:58 GMT 2024","Mon Jul 22 17:30:02 GMT 2024","3876","","","","","","TC_02_Verify cookie pop-up in case allowing every option separately",""
"failed","Mon Jul 22 17:29:39 GMT 2024","Mon Jul 22 17:29:55 GMT 2024","15849","","","","","","TC_01_Verify cookie pop-up in case clicking 'Allow all' button",""
"passed","Mon Jul 22 17:32:20 GMT 2024","Mon Jul 22 17:32:24 GMT 2024","4894","","","","","","TC_07_Verify adding and deleting item from the shoppoing card",""
"passed","Mon Jul 22 17:32:11 GMT 2024","Mon Jul 22 17:32:12 GMT 2024","1519","","","","","","TC_15_Verify that Promo code field appears after clicking on button",""
"passed","Mon Jul 22 17:30:31 GMT 2024","Mon Jul 22 17:30:35 GMT 2024","4727","","","","","","TC_05_Verify privacy policy and terms and conditions links of conect with us section",""
"passed","Mon Jul 22 17:30:43 GMT 2024","Mon Jul 22 17:30:50 GMT 2024","6824","","","","","","TC_08_Verify the contact us form with valid data",""
"passed","Mon Jul 22 17:30:58 GMT 2024","Mon Jul 22 17:30:59 GMT 2024","1432","","","","","","TC_09_Verify the contact us form with empty field",""
"passed","Mon Jul 22 17:30:10 GMT 2024","Mon Jul 22 17:30:11 GMT 2024","1607","","","","","","TC_03_Verify cookie pop-up in case allowing all cookies at once",""
"passed","Mon Jul 22 17:31:06 GMT 2024","Mon Jul 22 17:31:14 GMT 2024","7237","","","","","","TC_10_Verify social media icons",""
"passed","Mon Jul 22 17:31:21 GMT 2024","Mon Jul 22 17:31:24 GMT 2024","2669","","","","","","TC_06_Verify the navigation bar",""
"passed","Mon Jul 22 17:31:31 GMT 2024","Mon Jul 22 17:31:35 GMT 2024","4020","","","","","","TC_11_Verify the sign up with all empty fields",""
"passed","Mon Jul 22 17:31:43 GMT 2024","Mon Jul 22 17:31:46 GMT 2024","3568","","","","","","TC_12_Verify the sign up with invald filled fields",""
"passed","Mon Jul 22 17:31:53 GMT 2024","Mon Jul 22 17:31:55 GMT 2024","1201","","","","","","TC_13_Verify the sign up with Google account",""
"passed","Mon Jul 22 17:30:19 GMT 2024","Mon Jul 22 17:30:23 GMT 2024","4078","","","","","","TC_04_Verify conect with us section with valid and invalid email",""
"passed","Mon Jul 22 17:32:02 GMT 2024","Mon Jul 22 17:32:03 GMT 2024","1450","","","","","","TC_14_Verify the sign up with Microsoft account",""
