"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 22 15:27:37 GMT 2024","Mon Jul 22 15:27:42 GMT 2024","4905","","","","","","TC_05_Verify privacy policy and terms and conditions links of conect with us section",""
"passed","Mon Jul 22 15:27:15 GMT 2024","Mon Jul 22 15:27:17 GMT 2024","1826","","","","","","TC_03_Verify cookie pop-up in case allowing all cookies at once",""
"passed","Mon Jul 22 15:29:23 GMT 2024","Mon Jul 22 15:29:27 GMT 2024","4667","","","","","","TC_07_Verify adding and deleting item from the shoppoing card",""
"passed","Mon Jul 22 15:29:06 GMT 2024","Mon Jul 22 15:29:07 GMT 2024","1260","","","","","","TC_14_Verify the sign up with Microsoft account",""
"passed","Mon Jul 22 15:28:03 GMT 2024","Mon Jul 22 15:28:05 GMT 2024","1690","","","","","","TC_09_Verify the contact us form with empty field",""
"passed","Mon Jul 22 15:28:36 GMT 2024","Mon Jul 22 15:28:39 GMT 2024","3840","","","","","","TC_11_Verify the sign up with all empty fields",""
"passed","Mon Jul 22 15:28:26 GMT 2024","Mon Jul 22 15:28:28 GMT 2024","2305","","","","","","TC_06_Verify the navigation bar",""
"passed","Mon Jul 22 15:27:50 GMT 2024","Mon Jul 22 15:27:56 GMT 2024","6178","","","","","","TC_08_Verify the contact us form with valid data",""
"failed","Mon Jul 22 15:26:46 GMT 2024","Mon Jul 22 15:27:01 GMT 2024","15010","","","","","","TC_01_Verify cookie pop-up in case clicking 'Allow all' button",""
"passed","Mon Jul 22 15:28:47 GMT 2024","Mon Jul 22 15:28:50 GMT 2024","3457","","","","","","TC_12_Verify the sign up with invald filled fields",""
"passed","Mon Jul 22 15:28:12 GMT 2024","Mon Jul 22 15:28:19 GMT 2024","6763","","","","","","TC_10_Verify social media icons",""
"passed","Mon Jul 22 15:27:25 GMT 2024","Mon Jul 22 15:27:29 GMT 2024","4561","","","","","","TC_04_Verify conect with us section with valid and invalid email",""
"passed","Mon Jul 22 15:27:05 GMT 2024","Mon Jul 22 15:27:08 GMT 2024","3594","","","","","","TC_02_Verify cookie pop-up in case allowing every option separately",""
"passed","Mon Jul 22 15:29:14 GMT 2024","Mon Jul 22 15:29:16 GMT 2024","1511","","","","","","TC_15_Verify that Promo code field appears after clicking on button",""
"passed","Mon Jul 22 15:28:57 GMT 2024","Mon Jul 22 15:28:59 GMT 2024","1112","","","","","","TC_13_Verify the sign up with Google account",""
