"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 23 18:15:47 GMT 2024","Tue Jul 23 18:15:48 GMT 2024","1362","","","","","","TC_13_Verify the sign up with Google account",""
"passed","Tue Jul 23 18:15:00 GMT 2024","Tue Jul 23 18:15:07 GMT 2024","7175","","","","","","TC_10_Verify social media icons",""
"passed","Tue Jul 23 18:14:37 GMT 2024","Tue Jul 23 18:14:43 GMT 2024","6367","","","","","","TC_08_Verify the contact us form with valid data",""
"passed","Tue Jul 23 18:13:29 GMT 2024","Tue Jul 23 18:13:43 GMT 2024","14655","","","","","","TC_01_Verify cookie pop-up in case clicking 'Allow all' button",""
"passed","Tue Jul 23 18:15:14 GMT 2024","Tue Jul 23 18:15:17 GMT 2024","2419","","","","","","TC_06_Verify the navigation bar",""
"passed","Tue Jul 23 18:14:11 GMT 2024","Tue Jul 23 18:14:16 GMT 2024","4820","","","","","","TC_04_Verify conect with us section with valid and invalid email",""
"passed","Tue Jul 23 18:16:04 GMT 2024","Tue Jul 23 18:16:05 GMT 2024","1785","","","","","","TC_15_Verify that Promo code field appears after clicking on button",""
"passed","Tue Jul 23 18:15:24 GMT 2024","Tue Jul 23 18:15:28 GMT 2024","4296","","","","","","TC_11_Verify the sign up with all empty fields",""
"passed","Tue Jul 23 18:14:51 GMT 2024","Tue Jul 23 18:14:52 GMT 2024","1674","","","","","","TC_09_Verify the contact us form with empty field",""
"passed","Tue Jul 23 18:16:13 GMT 2024","Tue Jul 23 18:16:18 GMT 2024","5112","","","","","","TC_07_Verify adding and deleting item from the shoppoing card",""
"passed","Tue Jul 23 18:15:55 GMT 2024","Tue Jul 23 18:15:56 GMT 2024","1299","","","","","","TC_14_Verify the sign up with Microsoft account",""
"passed","Tue Jul 23 18:13:51 GMT 2024","Tue Jul 23 18:13:55 GMT 2024","3768","","","","","","TC_02_Verify cookie pop-up in case allowing every option separately",""
"passed","Tue Jul 23 18:14:24 GMT 2024","Tue Jul 23 18:14:29 GMT 2024","5507","","","","","","TC_05_Verify privacy policy and terms and conditions links of conect with us section",""
"passed","Tue Jul 23 18:14:02 GMT 2024","Tue Jul 23 18:14:04 GMT 2024","1584","","","","","","TC_03_Verify cookie pop-up in case allowing all cookies at once",""
"passed","Tue Jul 23 18:15:36 GMT 2024","Tue Jul 23 18:15:39 GMT 2024","3563","","","","","","TC_12_Verify the sign up with invald filled fields",""
