"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 18 19:29:47 GMT 2024","Thu Jul 18 19:29:48 GMT 2024","1674","","","","","","TC_09_Verify the contact us form with empty field",""
"passed","Thu Jul 18 19:30:20 GMT 2024","Thu Jul 18 19:30:24 GMT 2024","3963","","","","","","TC_11_Verify the sign up with all empty fields",""
"failed","Thu Jul 18 19:28:28 GMT 2024","Thu Jul 18 19:28:44 GMT 2024","15716","","","","","","TC_01_Verify cookie pop-up in case clicking 'Allow all' button",""
"passed","Thu Jul 18 19:31:08 GMT 2024","Thu Jul 18 19:31:12 GMT 2024","4539","","","","","","TC_07_Verify adding and deleting item from the shoppoing card",""
"passed","Thu Jul 18 19:30:59 GMT 2024","Thu Jul 18 19:31:01 GMT 2024","1836","","","","","","TC_15_Verify that Promo code field appears after clicking on button",""
"passed","Thu Jul 18 19:30:42 GMT 2024","Thu Jul 18 19:30:43 GMT 2024","1334","","","","","","TC_13_Verify the sign up with Google account",""
"passed","Thu Jul 18 19:29:19 GMT 2024","Thu Jul 18 19:29:25 GMT 2024","5347","","","","","","TC_05_Verify privacy policy and terms and conditions links of conect with us section",""
"passed","Thu Jul 18 19:28:58 GMT 2024","Thu Jul 18 19:28:59 GMT 2024","1500","","","","","","TC_03_Verify cookie pop-up in case allowing all cookies at once",""
"passed","Thu Jul 18 19:30:31 GMT 2024","Thu Jul 18 19:30:35 GMT 2024","3513","","","","","","TC_12_Verify the sign up with invald filled fields",""
"passed","Thu Jul 18 19:30:10 GMT 2024","Thu Jul 18 19:30:13 GMT 2024","2309","","","","","","TC_06_Verify the navigation bar",""
"passed","Thu Jul 18 19:28:47 GMT 2024","Thu Jul 18 19:28:51 GMT 2024","3625","","","","","","TC_02_Verify cookie pop-up in case allowing every option separately",""
"passed","Thu Jul 18 19:30:51 GMT 2024","Thu Jul 18 19:30:52 GMT 2024","1234","","","","","","TC_14_Verify the sign up with Microsoft account",""
"passed","Thu Jul 18 19:29:32 GMT 2024","Thu Jul 18 19:29:39 GMT 2024","7009","","","","","","TC_08_Verify the contact us form with valid data",""
"passed","Thu Jul 18 19:29:55 GMT 2024","Thu Jul 18 19:30:02 GMT 2024","6564","","","","","","TC_10_Verify social media icons",""
"passed","Thu Jul 18 19:29:07 GMT 2024","Thu Jul 18 19:29:12 GMT 2024","4497","","","","","","TC_04_Verify conect with us section with valid and invalid email",""
