"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 18 21:18:18 GMT 2024","Thu Jul 18 21:18:22 GMT 2024","3974","","","","","","TC_11_Verify the sign up with all empty fields",""
"passed","Thu Jul 18 21:18:29 GMT 2024","Thu Jul 18 21:18:33 GMT 2024","3661","","","","","","TC_12_Verify the sign up with invald filled fields",""
"passed","Thu Jul 18 21:17:44 GMT 2024","Thu Jul 18 21:17:46 GMT 2024","1722","","","","","","TC_09_Verify the contact us form with empty field",""
"passed","Thu Jul 18 21:17:06 GMT 2024","Thu Jul 18 21:17:10 GMT 2024","4333","","","","","","TC_04_Verify conect with us section with valid and invalid email",""
"passed","Thu Jul 18 21:18:40 GMT 2024","Thu Jul 18 21:18:41 GMT 2024","1286","","","","","","TC_13_Verify the sign up with Google account",""
"failed","Thu Jul 18 21:16:26 GMT 2024","Thu Jul 18 21:16:42 GMT 2024","16379","","","","","","TC_01_Verify cookie pop-up in case clicking 'Allow all' button",""
"passed","Thu Jul 18 21:17:18 GMT 2024","Thu Jul 18 21:17:22 GMT 2024","4800","","","","","","TC_05_Verify privacy policy and terms and conditions links of conect with us section",""
"passed","Thu Jul 18 21:19:06 GMT 2024","Thu Jul 18 21:19:10 GMT 2024","4481","","","","","","TC_07_Verify adding and deleting item from the shoppoing card",""
"passed","Thu Jul 18 21:17:53 GMT 2024","Thu Jul 18 21:18:01 GMT 2024","7607","","","","","","TC_10_Verify social media icons",""
"passed","Thu Jul 18 21:18:08 GMT 2024","Thu Jul 18 21:18:10 GMT 2024","2309","","","","","","TC_06_Verify the navigation bar",""
"passed","Thu Jul 18 21:16:45 GMT 2024","Thu Jul 18 21:16:49 GMT 2024","3743","","","","","","TC_02_Verify cookie pop-up in case allowing every option separately",""
"passed","Thu Jul 18 21:16:56 GMT 2024","Thu Jul 18 21:16:58 GMT 2024","1978","","","","","","TC_03_Verify cookie pop-up in case allowing all cookies at once",""
"passed","Thu Jul 18 21:17:30 GMT 2024","Thu Jul 18 21:17:37 GMT 2024","6557","","","","","","TC_08_Verify the contact us form with valid data",""
"passed","Thu Jul 18 21:18:57 GMT 2024","Thu Jul 18 21:18:58 GMT 2024","1718","","","","","","TC_15_Verify that Promo code field appears after clicking on button",""
"passed","Thu Jul 18 21:18:48 GMT 2024","Thu Jul 18 21:18:50 GMT 2024","1298","","","","","","TC_14_Verify the sign up with Microsoft account",""
