"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 22 18:00:10 GMT 2024","Mon Jul 22 18:00:16 GMT 2024","6393","","","","","","TC_10_Verify social media icons",""
"passed","Mon Jul 22 18:00:56 GMT 2024","Mon Jul 22 18:00:57 GMT 2024","1157","","","","","","TC_13_Verify the sign up with Google account",""
"failed","Mon Jul 22 17:58:43 GMT 2024","Mon Jul 22 17:58:58 GMT 2024","15111","","","","","","TC_01_Verify cookie pop-up in case clicking 'Allow all' button",""
"passed","Mon Jul 22 18:00:45 GMT 2024","Mon Jul 22 18:00:48 GMT 2024","3626","","","","","","TC_12_Verify the sign up with invald filled fields",""
"passed","Mon Jul 22 18:00:33 GMT 2024","Mon Jul 22 18:00:37 GMT 2024","4021","","","","","","TC_11_Verify the sign up with all empty fields",""
"passed","Mon Jul 22 17:59:22 GMT 2024","Mon Jul 22 17:59:26 GMT 2024","4878","","","","","","TC_04_Verify conect with us section with valid and invalid email",""
"passed","Mon Jul 22 17:59:12 GMT 2024","Mon Jul 22 17:59:14 GMT 2024","1577","","","","","","TC_03_Verify cookie pop-up in case allowing all cookies at once",""
"passed","Mon Jul 22 18:00:23 GMT 2024","Mon Jul 22 18:00:26 GMT 2024","2362","","","","","","TC_06_Verify the navigation bar",""
"passed","Mon Jul 22 18:01:04 GMT 2024","Mon Jul 22 18:01:05 GMT 2024","1393","","","","","","TC_14_Verify the sign up with Microsoft account",""
"passed","Mon Jul 22 18:00:01 GMT 2024","Mon Jul 22 18:00:02 GMT 2024","1457","","","","","","TC_09_Verify the contact us form with empty field",""
"passed","Mon Jul 22 17:59:47 GMT 2024","Mon Jul 22 17:59:54 GMT 2024","6803","","","","","","TC_08_Verify the contact us form with valid data",""
"passed","Mon Jul 22 17:59:01 GMT 2024","Mon Jul 22 17:59:05 GMT 2024","3808","","","","","","TC_02_Verify cookie pop-up in case allowing every option separately",""
"passed","Mon Jul 22 18:01:13 GMT 2024","Mon Jul 22 18:01:14 GMT 2024","1570","","","","","","TC_15_Verify that Promo code field appears after clicking on button",""
"passed","Mon Jul 22 18:01:22 GMT 2024","Mon Jul 22 18:01:26 GMT 2024","4028","","","","","","TC_07_Verify adding and deleting item from the shoppoing card",""
"passed","Mon Jul 22 17:59:34 GMT 2024","Mon Jul 22 17:59:39 GMT 2024","5220","","","","","","TC_05_Verify privacy policy and terms and conditions links of conect with us section",""
