"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 22 18:56:50 GMT 2024","Mon Jul 22 18:56:56 GMT 2024","5977","","","","","","TC_10_Verify social media icons",""
"passed","Mon Jul 22 18:56:02 GMT 2024","Mon Jul 22 18:56:06 GMT 2024","4353","","","","","","TC_04_Verify conect with us section with valid and invalid email",""
"passed","Mon Jul 22 18:57:25 GMT 2024","Mon Jul 22 18:57:28 GMT 2024","3477","","","","","","TC_12_Verify the sign up with invald filled fields",""
"passed","Mon Jul 22 18:56:41 GMT 2024","Mon Jul 22 18:56:43 GMT 2024","1655","","","","","","TC_09_Verify the contact us form with empty field",""
"passed","Mon Jul 22 18:57:35 GMT 2024","Mon Jul 22 18:57:36 GMT 2024","1193","","","","","","TC_13_Verify the sign up with Google account",""
"passed","Mon Jul 22 18:57:52 GMT 2024","Mon Jul 22 18:57:54 GMT 2024","1789","","","","","","TC_15_Verify that Promo code field appears after clicking on button",""
"passed","Mon Jul 22 18:57:03 GMT 2024","Mon Jul 22 18:57:06 GMT 2024","2436","","","","","","TC_06_Verify the navigation bar",""
"passed","Mon Jul 22 18:56:27 GMT 2024","Mon Jul 22 18:56:34 GMT 2024","7013","","","","","","TC_08_Verify the contact us form with valid data",""
"passed","Mon Jul 22 18:55:52 GMT 2024","Mon Jul 22 18:55:54 GMT 2024","1993","","","","","","TC_03_Verify cookie pop-up in case allowing all cookies at once",""
"passed","Mon Jul 22 18:56:14 GMT 2024","Mon Jul 22 18:56:19 GMT 2024","5084","","","","","","TC_05_Verify privacy policy and terms and conditions links of conect with us section",""
"passed","Mon Jul 22 18:57:44 GMT 2024","Mon Jul 22 18:57:45 GMT 2024","1101","","","","","","TC_14_Verify the sign up with Microsoft account",""
"passed","Mon Jul 22 18:57:13 GMT 2024","Mon Jul 22 18:57:17 GMT 2024","4086","","","","","","TC_11_Verify the sign up with all empty fields",""
"passed","Mon Jul 22 18:55:41 GMT 2024","Mon Jul 22 18:55:45 GMT 2024","3663","","","","","","TC_02_Verify cookie pop-up in case allowing every option separately",""
"passed","Mon Jul 22 18:55:26 GMT 2024","Mon Jul 22 18:55:34 GMT 2024","7329","","","","","","TC_01_Verify cookie pop-up in case clicking 'Allow all' button",""
"passed","Mon Jul 22 18:58:01 GMT 2024","Mon Jul 22 18:58:05 GMT 2024","4073","","","","","","TC_07_Verify adding and deleting item from the shoppoing card",""
